station_id,name,so_h,cglo,tb10,rrm,rf,ffx,ff,tb20,tl,rr
15701,St. Michael im Lungau,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
15702,St. Michael im Lungau,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
15710,Tamsweg,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
15712,Tamsweg,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
15715,Katschberg,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
15721,Mariapfarr,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
15800,Flattnitz,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
15900,Oberwölz,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
15901,Oberwölz,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
15905,Krakauebene,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
15906,Krakauebene Terrasse,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
15910,Stolzalpe,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
15911,Stolzalpe,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
15912,Stolzalpe,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
15920,Murau,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
16000,Neumarkt,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
16015,Neumarkt,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
16100,Zeltweg,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
16101,Zeltweg,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
16308,Köflach,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
16400,Graz Thalerhof Flughafen,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
16401,Graz Messendorfberg,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
16402,Graz Universität,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
16411,St. Radegund,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
16412,Graz Universität,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
16413,Graz Straßgang,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
16414,Graz Universität/Heinrichstraße,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
16420,Schöckl,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
16421,Schöckl,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
16500,Gleisdorf,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
16501,Gleisdorf,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
16511,Laßnitzhöhe,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
16521,Weiz,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
16601,Fürstenfeld,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
16702,Güssing,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
16711,Wörterberg,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
16800,Kleinzicken,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
16802,Kleinzicken,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
16905,Gaschurn,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
16906,Gaschurn,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
16920,Gargellen,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
17002,Galtür,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
17005,Ischgl-Idalpe,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
17010,Kops,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
17100,Nauders,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
17102,Nauders,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
17300,Obergurgl,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
17301,Obergurgl,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
17305,Vent,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
17315,Pitztaler Gletscher,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
17320,Brunnenkogel,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
17701,St. Jakob im Defereggental,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
17900,Lienz,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
17901,Lienz,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
18001,Döllach,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
18111,Mallnitz,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
18120,Obervellach,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
18121,Obervellach,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
18122,Obervellach,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
18200,Litzlhof,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
18210,Millstatt,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
18220,Spittal an der Drau,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
18225,Spittal an der Drau,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
18231,Gmünd,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
18300,Radenthein,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
18402,Flattnitz,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
18500,Weitensfeld,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
18502,Weitensfeld,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
18600,Friesach,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
18601,Friesach,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
18615,Althofen,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
18622,St. Veit an der Glan,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
18705,St. Andrä im Lavanttal,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
18800,Preitenegg,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
18805,Preitenegg,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
18810,Wolfsberg Reding,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
18905,Deutschlandsberg,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
18906,Deutschlandsberg,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
19010,Silberberg/Leibnitz,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
19021,Leibnitz-Wagna,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
19200,Bad Gleichenberg,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
19201,Bad Gleichenberg,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
19204,Bad Gleichenberg,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
19205,Feldbach,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
19505,Sillian,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
19600,St. Lorenzen im Lesachtal,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
19700,Dellach,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
19701,Dellach,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
19711,Kornat,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
19715,Vorhegg,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
19720,Kötschach-Mauthen,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
19730,Laas,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
19731,Laas,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
19800,Reisach,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
19810,Weißbriach,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
19821,Weißensee-Gatschach,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
19911,Hermagor,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
20002,Bad Bleiberg,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
20010,Fresach,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
20011,Fresach,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
20020,Villacher Alpe,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
20021,Villacher Alpe,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
20100,Kanzelhöhe,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
20101,Kanzelhöhe,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
20102,Kanzelhöhe,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
20105,Arriach,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
20106,Arriach,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
20110,Velden,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
20118,Villach Seebach,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
20122,Villach,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
20123,Villach Stadt,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
20200,Ferlach,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
20202,Ferlach,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
20204,Klagenfurt Fliegerhorst,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
20205,Klagenfurt St. Martin,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
20209,Klagenfurt/HTL1-Lastenstraße,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
20210,Klagenfurt Flughafen,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
20211,Klagenfurt Flughafen,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
20212,Klagenfurt Flughafen,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
20213,Klagenfurt,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
20214,Klagenfurt Landesmuseum,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
20219,Pörtschach,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
20220,Pörtschach,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
20230,Rupertiberg,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
20235,Kirschentheuer,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
20240,Feistritz im Rosental,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
20270,Feldkirchen,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
20330,Hochobir,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
20404,Feistritz ob Bleiburg,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
20408,Völkermarkt,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
20411,Völkermarkt Goldbrunnhof,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
20412,Feistritz ob Bleiburg,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
20901,Bad Radkersburg,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
20902,Bad Radkersburg,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
20903,Bad Radkersburg,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
21101,Loibl Tunnel,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
21300,Bad Eisenkappel,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
21302,Eisenkappel,❌,❌,❌,❌,❌,❌,❌,❌,❌,❌
